,user,user_rt,weight,idd
20,LGS1972,JOSEMANUELSOTO1,802,1339490975681536000
21,Maitenadal,RRdelaSerna,4,1339685777249320962
22,virario3,supernova_2020,28,1339624328938332161
23,mirenlarrion,RuizdePinedo,44,1339578569182203905
24,agcalderon1508,ramonlobo,742,1339607957810528256
25,BermeFer,judit_sinhache,12,1339654056755736577
26,LuisJavierSanj2,Jccampm,71,1339612492754989058
27,Mara58130952,diostuitero,541,1339586935594000392
28,TamaraCasado_V,ale_injoque,4,1339696149985452032
29,mruiz_gema,sanchezcastejon,1313,1339587082193260546
30,mruiz_gema,salvadorilla,363,1339623840998170624
31,MumBronte,Licualopodo,9,1339558888165830656
32,Vox_Melilla,TasendeMiguel,1,1339695289029046273
33,gcvvega,vladomirosevic,12,1339695414203863040
34,ardna_jela,Defensoria_Peru,77,1339624586380455936
35,espacioignoto1,pardodevera,516,1339584714064056324
36,Guadita80,danicabezas1,8,1339568818448986112
37,fidelmolinafdz,JOSEMANUELSOTO1,802,1339490975681536000
38,Carl0smoreno,tito_morano,188,1339601736797810697
39,fquirozbunster,luis_malla,6,1339643750159704066
40,Adriana_Arce,AnitaBotwin,55,1339676696723767296
41,Rita_Mrtnz,ramonlobo,742,1339607957810528256
42,AdervesByGenia,JOSEMANUELSOTO1,802,1339490975681536000
43,Melosagarcia,AndaluciaSinVOX,88,1339612023970291714
44,FCOJAVIERGZALEZ,gpscongreso,83,1339596763301212170
45,mariosalinas111,iohannes62,1,1339694861264560129
46,esteban_susana,PaliativosUGR,63,1339603008607293440
47,DmenoMeno,abalosmeco,216,1339604490815680512
48,MariconEspain,sanchezcastejon,1313,1339587082193260546
49,german_ricaurte,CMILANOTICIA,9,1339695721000415233
50,pandastears,AleteiaES,69,1339671206744764426
51,ax2486,CristinaSegui_,411,1339667170842832902
52,vejinor,JOSEMANUELSOTO1,802,1339490975681536000
53,PAZEUGENIA,Amanda__Lanchas,2,1339691633630203904
54,JHurtadoGV,sanchezcastejon,1313,1339587082193260546
55,rocio_riquelme,vladomirosevic,97,1339635893175537668
56,ferrandispeiroj,CarlosUkar,15,1339690886318481413
57,irzalind,ramonlobo,742,1339607957810528256
58,Linachan87,mendezAndreaA,36,1339655493921419267
59,JorgeMoralesGar,fv_arg,1,1339677889617391624
60,7apellidoscata1,AlexGlezVera,12,1339578164444622849
61,LijoDavila,anaprietonieto,10,1339690653039661058
62,lufervare,sanchezcastejon,1313,1339587082193260546
63,turandot85,mlalanda,17,1339613956411940865
64,mikelcallejo,Electograph,15,1339664744702197760
65,rocio_riquelme,vladomirosevic,12,1339695414203863040
66,inees_21,sanidadgob,134,1339613665016881155
67,VoxRde,CristinaSegui_,411,1339667170842832902
68,LuisEspoy,tabarniaBCN,34,1339677203567656964
69,Jgarrid25453818,gpscongreso,49,1339528264939814914
70,kalandrakas,pardodevera,516,1339584714064056324
71,JoseMan09371404,cuquemar,406,1339511128536346625
72,2017Grun,PostigoElena,8,1333827252946137093
73,m_josebm,salvadorilla,363,1339623840998170624
74,mariaav_91,soalbeharo,3,1339670592304328706
75,migueluen,ramonlobo,742,1339607957810528256
76,FCOJAVIERGZALEZ,pedro_casares,61,1339583841233563649
77,isasarabia1,mendezAndreaA,36,1339655493921419267
78,CarmenSenzMartn,PSOE,415,1339584712772218886
79,BeaSaez19,Congreso_Es,290,1339584205341114369
80,1111Guin,pardodevera,516,1339584714064056324
81,TereGPataki,Camila_RojasV,892,1339622767516397574
82,CarmenSenzMartn,sanchezcastejon,1313,1339587082193260546
83,Valenti67552416,Camila_RojasV,892,1339622767516397574
84,Alicia55863362,salvadorilla,363,1339623840998170624
85,vmf_al,sanchezcastejon,1313,1339587082193260546
86,saloeslava,pabolec,13,1339649130759680001
87,TeresaCPrez,mlalanda,189,1339610851649662977
88,Davisow,articulo_30,116,1339626998826741761
89,diegolarrain,juanenriquepi,5,1339604053777502210
90,GoizaldeGomez,CristinaSegui_,411,1339667170842832902
91,violetaukar,CarlosUkar,15,1339690886318481413
92,pierinalandaeta,jgalemparte,74,1339606643026374662
93,AranzabalKepa,mlalanda,189,1339610851649662977
94,manstein1966,CristinaSegui_,411,1339667170842832902
95,Apamacahuitl,ramonlobo,742,1339607957810528256
96,NegrinRamos,sanchezcastejon,1313,1339587082193260546
97,cristian2671,vladomirosevic,97,1339635893175537668
98,martinmorales,salvadorilla,363,1339623840998170624
99,Carolina1421982,valenzuelagabi,3,1339625816863477760
100,mirandestrellas,ramonlobo,742,1339607957810528256
101,Enedina37049621,gpscongreso,49,1339528264939814914
102,amaralcassi,jeannettekaz,1,1339694681769304064
103,LuisEspoy,CristinaSegui_,411,1339667170842832902
104,paragigio,Camila_RojasV,892,1339622767516397574
105,frandelarubia,JSAMalaga,26,1339606333130113025
106,onesimoeduardo,mjesusamores,1,1339691852853817348
107,Enedina37049621,gpscongreso,79,1339540596105441288
108,kermita_LJDMC,ramonlobo,742,1339607957810528256
109,KIZANNE2,gabylopez83,6,1339690894266654731
110,pbenavi,CristinaSegui_,411,1339667170842832902
111,SEREIRIS,RuizdeDiego3000,8,1339674891507953670
112,NekaneGartzia,CarlosUkar,15,1339690886318481413
113,Enedina37049621,gpscongreso,45,1339549907338862592
114,Enedina37049621,PSOE,57,1339558686264537089
115,Marta08723897,tito_morano,188,1339601736797810697
116,sniper682,nomecayona,86,1339484349683683330
117,drluisley,mlalanda,189,1339610851649662977
118,RicardofAvalos,sanchezcastejon,1313,1339587082193260546
119,rubiarnv,salvadorilla,363,1339623840998170624
120,La3_Republica,rakeld12341234,71,1339606182093225987
121,zaravalero1,CristinaSegui_,411,1339667170842832902
122,garamta_gara,mundo_mas_justo,5,1339663228159320064
123,Rita_Mrtnz,pardodevera,516,1339584714064056324
124,psoepalma,Congreso_Es,290,1339584205341114369
125,JoseSantosLoyo2,Camila_RojasV,892,1339622767516397574
126,x_jazmincita,Camila_RojasV,892,1339622767516397574
127,ClauIrenita99,anaalonsogonza1,48,1339685644533194752
128,Danny_IvaSS,iBarbarellah,91,1339635638283452419
129,ik0nik0,carinho9,6,1339609220463947778
130,gajardogladys,Camila_RojasV,892,1339622767516397574
131,JosemaRuiz8,sanchezcastejon,1313,1339587082193260546
132,RocioN,iBarbarellah,91,1339635638283452419
133,mnmr54,FRAVM,92,1339599145707827200
134,casqueiro_yoli,rriosalex,5,1339573842906390529
135,aflehafle,JOSEMANUELSOTO1,802,1339490975681536000
136,memepatriota,supernova_2020,6,1339609282396958721
137,Angelasororidad,Congreso_Es,290,1339584205341114369
138,PatuCortes,dieguez_miguel,21,1339667899104030730
139,KilianCD,Congreso_Es,290,1339584205341114369
140,puaoxidada,sanchezcastejon,1313,1339587082193260546
141,Enedina37049621,abalosmeco,216,1339604490815680512
142,ferfercarpediem,CristinaSegui_,411,1339667170842832902
143,luisms_93,maydeuO,11,1339609267775676416
144,mariajosepascu3,PSOE,57,1339558686264537089
145,Enrique_M_B,Congreso_Es,290,1339584205341114369
146,socialistaamigo,sanchezcastejon,1313,1339587082193260546
147,fawcor,juralde,103,1339549990545440769
148,Ale_Machine,PequeFran,2,1339687219490119686
149,Akaman60,diostuitero,541,1339586935594000392
150,matismgd,derechoavivir,23,1339553234621493251
151,ITAMAF,supernova_2020,125,1126107217411833858
152,Enedina37049621,Jccampm,71,1339612492754989058
153,yaplimm,Virginiapalonso,36,1339645459489550338
154,Lidiaroguz,AnitaBotwin,55,1339676696723767296
155,Dani_Blazquez,sanchezcastejon,1313,1339587082193260546
156,AnaCrisBernal,JOSEMANUELSOTO1,802,1339490975681536000
157,SpiroSum,PostigoElena,286,1333824753736544256
158,exequiel877,Camila_RojasV,892,1339622767516397574
159,Picara59,AnitaBotwin,55,1339676696723767296
160,Oritortu,AnitaBotwin,55,1339676696723767296
161,ItWasMeAlba,AnitaBotwin,55,1339676696723767296
162,daniwebmaster,diostuitero,541,1339586935594000392
163,Lauraundostres,sanidadgob,134,1339613665016881155
164,nuriacardenasq1,PaliativosUGR,63,1339603008607293440
165,Enedina37049621,patxilopez,174,1339617333543841804
166,NatyUry88,salvadorilla,363,1339623840998170624
167,Korvuz2,CarlosUkar,15,1339690886318481413
168,LanaArchiviste,mendezAndreaA,36,1339655493921419267
169,PintadoGrego,CristinaSegui_,411,1339667170842832902
170,Rodolfo_Mira,sanidadgob,134,1339613665016881155
171,SAgustinMalaga,isidrocatela,6,1339620945464619009
172,carlosEHM69,CristinaSegui_,411,1339667170842832902
173,cesante59,Camila_RojasV,892,1339622767516397574
174,amicsocialista,sanchezcastejon,1313,1339587082193260546
175,Perona10690463,Jccampm,71,1339612492754989058
176,jporobic,Camila_RojasV,892,1339622767516397574
177,pychu69,JOSEMANUELSOTO1,802,1339490975681536000
178,Perona10690463,salvadorilla,363,1339623840998170624
179,patrucarrasco,Camila_RojasV,892,1339622767516397574
180,PintadoGrego,iBarbarellah,91,1339635638283452419
181,kiyen23,vladomirosevic,97,1339635893175537668
182,aliciabecerra1,Defensoria_Peru,77,1339624586380455936
183,suciodannn,bioeticaunam,9,1339683548165517314
184,josconcha2,ramonlobo,742,1339607957810528256
185,Perona10690463,patxilopez,174,1339617333543841804
186,bravoalen,JOSEMANUELSOTO1,802,1339490975681536000
187,Tamara63004374,AdrianaEGomez,11,1339639001750401026
188,jmnunezm,ramonlobo,742,1339607957810528256
189,NoeliaTerciado,mlalanda,189,1339610851649662977
190,javialvarezizur,CarlosUkar,15,1339690886318481413
191,patrucarrasco,diostuitero,541,1339586935594000392
192,sinarcaZ,JOSEMANUELSOTO1,802,1339490975681536000
193,edolizma,Camila_RojasV,892,1339622767516397574
194,danicuv,mendezAndreaA,36,1339655493921419267
195,TamaraMirandaF,Camila_RojasV,892,1339622767516397574
196,JMariaCampanon,sanchezcastejon,1313,1339587082193260546
197,La_Ra29,diostuitero,541,1339586935594000392
198,Luiselejalde,JOSEMANUELSOTO1,802,1339490975681536000
199,sentido57111516,____Daniel___E,85,1339570056943026177
200,lolaheras1997,Congreso_Es,290,1339584205341114369
201,plantaquercus,diostuitero,541,1339586935594000392
202,Dani_Blazquez,salvadorilla,363,1339623840998170624
203,fcaudepon,sanchezcastejon,1313,1339587082193260546
204,GLADIATOR_LIBRE,adolfoalmogavar,3,1339639655566864385
205,jsrhha,nomecayona,43,1339600892262195203
206,patrucarrasco,abalosmeco,216,1339604490815680512
207,Counterflow6,sanchezcastejon,1313,1339587082193260546
208,ToniLamaPereira,sanchezcastejon,1313,1339587082193260546
209,aflehafle,CristinaSegui_,411,1339667170842832902
210,ugofox,CristinaSegui_,411,1339667170842832902
211,LaCrono__,AnitaBotwin,55,1339676696723767296
212,Rojacoraza,kolontai1959,10,1339501057479766019
213,JulioManques,LeoSotoChile,39,1339636403337048070
214,AnaAytoZgza,RuizdeDiego3000,8,1339674891507953670
215,karla_vgc,diostuitero,541,1339586935594000392
216,pepemaci43,sanchezcastejon,1313,1339587082193260546
217,Oritortu,mendezAndreaA,36,1339655493921419267
218,Noefr86,sanchezcastejon,1313,1339587082193260546
219,javiderios,CarlosUkar,15,1339690886318481413
220,juanireyes26,ramonlobo,742,1339607957810528256
221,vicpies1,articulo_30,116,1339626998826741761
222,AcostaNiurca,cuquemar,406,1339511128536346625
223,PraLarr,CristinaSegui_,411,1339667170842832902
224,Migonver,Camila_RojasV,892,1339622767516397574
225,anacoraes,JOSEMANUELSOTO1,802,1339490975681536000
226,arjenavi,marcoporchile,50,1339646995682762756
227,alfergon,ramonlobo,742,1339607957810528256
228,JuliaAlcodori,mendezAndreaA,36,1339655493921419267
229,mjavilaa,JOSEMANUELSOTO1,802,1339490975681536000
230,Yell0w_Fever,mendezAndreaA,36,1339655493921419267
231,Bermaes,Camila_RojasV,892,1339622767516397574
232,republica1931,sanchezcastejon,1313,1339587082193260546
233,KilianCD,PSOE,57,1339558686264537089
234,leacarnot,Congreso_Es,290,1339584205341114369
235,AlbertoCapsi,JOSEMANUELSOTO1,802,1339490975681536000
236,luisindic1,Camila_RojasV,892,1339622767516397574
237,MaleSoria63,pardodevera,516,1339584714064056324
238,amayita,mendezAndreaA,36,1339655493921419267
239,chinatodecarlos,nomecayona,86,1339484349683683330
240,juliovicenteglz,PSOE,415,1339584712772218886
241,pablo200252,pardodevera,516,1339584714064056324
242,LaCrono__,mendezAndreaA,36,1339655493921419267
243,Tusiquevales28,articulo_30,116,1339626998826741761
244,Rojacoraza,Virginiapalonso,36,1339645459489550338
245,conchamdr,Congreso_Es,290,1339584205341114369
246,CristianGrez,Camila_RojasV,892,1339622767516397574
247,Salda18,rosaromerocr,43,1339565462259200000
248,mrredfield1988,PostigoElena,286,1333824753736544256
249,donalighieri,Camila_RojasV,892,1339622767516397574
250,criptobaphomet,CarlosUkar,15,1339690886318481413
251,lola_elda,JOSEMANUELSOTO1,802,1339490975681536000
252,cleosagas1,anaalonsogonza1,48,1339685644533194752
253,mariaanmtnez,abalosmeco,216,1339604490815680512
254,Krakenberger,CarlosUkar,15,1339690886318481413
255,nicogoncas,sanchezcastejon,1313,1339587082193260546
256,Amaltea14,iBarbarellah,91,1339635638283452419
257,amromeroj,pardodevera,516,1339584714064056324
258,iscapla,anaprietonieto,10,1339690653039661058
259,PTxokarro,CarlosUkar,15,1339690886318481413
260,msanchof,diostuitero,541,1339586935594000392
261,nitancompuesta,AdrianaEGomez,11,1339639001750401026
262,folaula2014,CristinaSegui_,411,1339667170842832902
263,pblortega2,sanchezcastejon,1313,1339587082193260546
264,damorenog,Camila_RojasV,892,1339622767516397574
265,ValdiviaMolina,Panchoundurraga,36,1339642115777818626
266,maitesevigadita,RRdelaSerna,4,1339685777249320962
267,mariafinch_,justiciagob,25,1339600835576139781
268,tatatorres1515,Plaza_Bickle,3,1339676864730849283
269,martinetxa,RuizdePinedo,21,1339633490174881793
270,PedroCo34480879,tito_morano,188,1339601736797810697
271,alfrefluis,JOSEMANUELSOTO1,802,1339490975681536000
272,DINGO40378066,anaalonsogonza1,48,1339685644533194752
273,jav_riv,bioeticaunam,9,1339683548165517314
274,GuaisPlaisMais,RRdelaSerna,4,1339685777249320962
275,ManuelPrezGuer3,juanenriquepi,5,1339595597658030083
276,fernanda_1214,Camila_RojasV,892,1339622767516397574
277,PabloAldunate,Panchoundurraga,36,1339642115777818626
278,jlseto,sanchezcastejon,1313,1339587082193260546
279,TopoSudaka,EcuadorEtxea,4,1339646346052120578
280,facundoiracundo,FRAVM,92,1339599145707827200
281,Angelasororidad,MichelMontaner,40,1339618591990280192
282,jlseto,gpscongreso,50,1339528264939814914
283,TeresaCPrez,AntonioCanoEnf,14,1339511873608269825
284,jlseto,gpscongreso,79,1339540596105441288
285,jlseto,conJoseMFranco,11,1339589679692173312
286,KIZANNE2,JOSEMANUELSOTO1,802,1339490975681536000
287,Andreitakas,ramonlobo,742,1339607957810528256
288,ManumMarquez,Jccampm,71,1339612492754989058
289,pacobernal33,adolfoalmogavar,3,1339639655566864385
290,sividal1,ramonlobo,742,1339607957810528256
291,PIGG1985,PostigoElena,286,1333824753736544256
292,jlseto,salvadorilla,363,1339623840998170624
293,DRZRZ,sanchezcastejon,1313,1339587082193260546
294,Nathaly_NR,jhoyosar,22,1339626579924803584
295,LILLOTERESA,MichelMontaner,40,1339618591990280192
296,harrypedro7,abalosmeco,216,1339604490815680512
297,ximobrotons,BrujulaOndaCero,4,1339687612655800324
298,redondo_marisa,PostigoElena,286,1333824753736544256
299,Ren46237058,JOSEMANUELSOTO1,802,1339490975681536000
300,Angelasororidad,sanchezcastejon,1313,1339587082193260546
301,oldfanegas,pardodevera,516,1339584714064056324
302,PatxiBronchalo,antoniomariamcr,8,1339640415067246598
303,Guadita80,AnitaBotwin,55,1339676696723767296
304,alcalaino83,rosaromerocr,43,1339565462259200000
305,ajorellanarios,ramonlobo,742,1339607957810528256
306,nonobola,ramonlobo,742,1339607957810528256
307,alejandroplans,mundo_mas_justo,5,1339663228159320064
308,JoseMoralesRo14,PSOE,415,1339584712772218886
309,javiercuervo1,JOSEMANUELSOTO1,802,1339490975681536000
310,Fefi42129920,JOSEMANUELSOTO1,802,1339490975681536000
311,alejandroplans,mundo_mas_justo,8,1339663218139127809
312,deivid_cn,sanidadgob,134,1339613665016881155
313,NairIsla,JOSEMANUELSOTO1,802,1339490975681536000
314,jesusgo87313490,JOSEMANUELSOTO1,802,1339490975681536000
315,juanitoerchico,ramonlobo,742,1339607957810528256
316,MoralNaciional,Jordigave,25,1339611650161336322
317,DRZRZ,Juanv_cosin2,29,1339686134771802123
318,voicemychoice,ConySchon,30,1339624727925706753
319,ricardoferrolan,CristinaSegui_,411,1339667170842832902
320,CeciliaRomiti,AnitaBotwin,55,1339676696723767296
321,VeroProgreAC,jgalemparte,74,1339606643026374662
322,jordigarciaq,mundo_mas_justo,5,1339663228159320064
323,ggajardoc,supernova_2020,125,1126107217411833858
324,Sita_Piakona,LyaGonzalez1,11,1339675190540820488
325,TatianaOubina,ramonlobo,742,1339607957810528256
326,sividal1,pardodevera,516,1339584714064056324
327,rob_gonzlez,sanchezcastejon,1313,1339587082193260546
328,ddinamic,sanchezcastejon,1313,1339587082193260546
329,FlavioAccatini,Camila_RojasV,892,1339622767516397574
330,Valegonsep,CatalinaPerezS,70,1339623195834535937
331,belenbelinchon,mlalanda,23,1339613953396236302
332,Watxinai,nomecayona,43,1339600892262195203
333,lolaguico,Fran_Gonzalez_P,5,1339609421660491780
334,lolaguico,jr0rtega,1,1339568510935166982
335,magnatyta73,Camila_RojasV,892,1339622767516397574
336,psoe_m,salvadorilla,363,1339623840998170624
337,AndresMB8,cuquemar,406,1339511128536346625
338,lolaguico,jr0rtega,3,1339563554710708224
339,antongata,pardodevera,516,1339584714064056324
340,Andres56840799,Jccampm,71,1339612492754989058
341,Valegonsep,matiaswalkerp,64,1339619157432791045
342,chechu_valbuena,Congreso_Es,290,1339584205341114369
343,PedroVSAgustino,BrujulaOndaCero,4,1339687612655800324
344,LILIANAROJASFER,Maxnicolas,3,1339598392792498177
345,yoglozu,Camila_RojasV,892,1339622767516397574
346,addail1958,salvadorilla,363,1339623840998170624
347,Roxylipum,pardodevera,516,1339584714064056324
348,Rock__IC,Camila_RojasV,892,1339622767516397574
349,j13vas,ramonlobo,742,1339607957810528256
350,cesarnr_80,JOSEMANUELSOTO1,802,1339490975681536000
351,Mariapoxola,iBarbarellah,91,1339635638283452419
352,Minervagdm,diostuitero,541,1339586935594000392
353,Teresaperezcep1,diego952672768,35,1339588358654156807
354,Antonio67041209,JOSEMANUELSOTO1,802,1339490975681536000
355,La3_Republica,anaalonsogonza1,48,1339685644533194752
356,paleoanarquista,carlismoes,16,1339668266663469058
357,JUCASMC,CristinaSegui_,411,1339667170842832902
358,Carmenmemarin,Jordigave,11,1339664199862116352
359,NachoVeraBrito,ncastilo,6,1339662794401177603
360,alvaro_fnzld,jgalemparte,52,1339648665653288969
361,Paloma_Girona,PostigoElena,286,1333824753736544256
362,Andres56840799,nomecayona,86,1339484349683683330
363,dostresycuatro,ncastilo,51,1339649537544245250
364,RafaelRag,CristinaSegui_,411,1339667170842832902
365,marcits_7,Camila_RojasV,892,1339622767516397574
366,AfonsoGalle,cuquemar,406,1339511128536346625
367,Lacristiniya,OtraParla,10,1339552186020352000
